Agency,Region,lake,LFENZID,Hydrological Year,TLI,MixingPattern,GeomorphicType
Bay of Plenty Regional Council,bay of plenty,Lake Rotoiti at Okawa Bay (Integrated),54730,2022,4.6,Stratified,Volcanic
Bay of Plenty Regional Council,bay of plenty,Lake Rotoiti at Site 4 (Integrated),54730,2022,4.6,Stratified,Volcanic
Bay of Plenty Regional Council,bay of plenty,Lake Rotoiti at Site 3 (Integrated),54730,2022,4.6,Stratified,Volcanic
Bay of Plenty Regional Council,bay of plenty,Lake Okataina at Site 1 (Integrated),54731,2010,2.7,Stratified,Volcanic
Bay of Plenty Regional Council,bay of plenty,Lake Okataina at Site 1 (Integrated),54731,2011,2.8,Stratified,Volcanic
Bay of Plenty Regional Council,bay of plenty,Lake Okataina at Site 1 (Integrated),54731,2012,3,Stratified,Volcanic
Bay of Plenty Regional Council,bay of plenty,Lake Okataina at Site 1 (Integrated),54731,2013,2.7,Stratified,Volcanic
Bay of Plenty Regional Council,bay of plenty,Lake Okataina at Site 1 (Integrated),54731,2014,2.6,Stratified,Volcanic
Bay of Plenty Regional Council,bay of plenty,Lake Okataina at Site 1 (Integrated),54731,2015,2.9,Stratified,Volcanic
Bay of Plenty Regional Council,bay of plenty,Lake Okataina at Site 1 (Integrated),54731,2016,2.6,Stratified,Volcanic
Bay of Plenty Regional Council,bay of plenty,Lake Okataina at Site 1 (Integrated),54731,2017,2.6,Stratified,Volcanic
Bay of Plenty Regional Council,bay of plenty,Lake Okataina at Site 1 (Integrated),54731,2018,2.8,Stratified,Volcanic
Bay of Plenty Regional Council,bay of plenty,Lake Okataina at Site 1 (Integrated),54731,2019,2.6,Stratified,Volcanic
Bay of Plenty Regional Council,bay of plenty,Lake Okataina at Site 1 (Integrated),54731,2020,2.6,Stratified,Volcanic
Bay of Plenty Regional Council,bay of plenty,Lake Okataina at Site 1 (Integrated),54731,2021,2.6,Stratified,Volcanic
Bay of Plenty Regional Council,bay of plenty,Lake Okataina at Site 1 (Integrated),54731,2022,2.6,Stratified,Volcanic
Bay of Plenty Regional Council,bay of plenty,Lake Tarawera at Site 5 (Integrated),54732,2010,2.6,Stratified,Volcanic
Bay of Plenty Regional Council,bay of plenty,Lake Tarawera at Site 5 (Integrated),54732,2011,2.9,Stratified,Volcanic
Bay of Plenty Regional Council,bay of plenty,Lake Tarawera at Site 5 (Integrated),54732,2012,3,Stratified,Volcanic
Bay of Plenty Regional Council,bay of plenty,Lake Tarawera at Site 5 (Integrated),54732,2013,2.8,Stratified,Volcanic
Bay of Plenty Regional Council,bay of plenty,Lake Tarawera at Site 5 (Integrated),54732,2014,2.9,Stratified,Volcanic
Bay of Plenty Regional Council,bay of plenty,Lake Tarawera at Site 5 (Integrated),54732,2015,3,Stratified,Volcanic
Bay of Plenty Regional Council,bay of plenty,Lake Tarawera at Site 5 (Integrated),54732,2016,2.9,Stratified,Volcanic
Bay of Plenty Regional Council,bay of plenty,Lake Tarawera at Site 5 (Integrated),54732,2017,2.9,Stratified,Volcanic
Bay of Plenty Regional Council,bay of plenty,Lake Tarawera at Site 5 (Integrated),54732,2018,2.8,Stratified,Volcanic
Bay of Plenty Regional Council,bay of plenty,Lake Tarawera at Site 5 (Integrated),54732,2019,2.8,Stratified,Volcanic
Bay of Plenty Regional Council,bay of plenty,Lake Tarawera at Site 5 (Integrated),54732,2020,2.6,Stratified,Volcanic
Bay of Plenty Regional Council,bay of plenty,Lake Tarawera at Site 5 (Integrated),54732,2021,2.7,Stratified,Volcanic
Bay of Plenty Regional Council,bay of plenty,Lake Tarawera at Site 5 (Integrated),54732,2022,2.7,Stratified,Volcanic
Bay of Plenty Regional Council,bay of plenty,Lake Rotomahana at Site 2 (Integrated),54733,2010,3.8,Stratified,Volcanic
Bay of Plenty Regional Council,bay of plenty,Lake Rotomahana at Site 2 (Integrated),54733,2011,4.1,Stratified,Volcanic
Bay of Plenty Regional Council,bay of plenty,Lake Rotomahana at Site 2 (Integrated),54733,2012,4.1,Stratified,Volcanic
Bay of Plenty Regional Council,bay of plenty,Lake Rotomahana at Site 2 (Integrated),54733,2013,3.8,Stratified,Volcanic
Bay of Plenty Regional Council,bay of plenty,Lake Rotomahana at Site 2 (Integrated),54733,2014,3.7,Stratified,Volcanic
Bay of Plenty Regional Council,bay of plenty,Lake Rotomahana at Site 2 (Integrated),54733,2015,4.1,Stratified,Volcanic
Bay of Plenty Regional Council,bay of plenty,Lake Rotomahana at Site 2 (Integrated),54733,2016,3.8,Stratified,Volcanic
Bay of Plenty Regional Council,bay of plenty,Lake Rotomahana at Site 2 (Integrated),54733,2017,3.7,Stratified,Volcanic
Bay of Plenty Regional Council,bay of plenty,Lake Rotomahana at Site 2 (Integrated),54733,2018,4,Stratified,Volcanic
Bay of Plenty Regional Council,bay of plenty,Lake Rotomahana at Site 2 (Integrated),54733,2019,3.7,Stratified,Volcanic
Bay of Plenty Regional Council,bay of plenty,Lake Rotomahana at Site 2 (Integrated),54733,2020,3.5,Stratified,Volcanic
Bay of Plenty Regional Council,bay of plenty,Lake Rotomahana at Site 2 (Integrated),54733,2021,3.4,Stratified,Volcanic
Bay of Plenty Regional Council,bay of plenty,Lake Rotomahana at Site 2 (Integrated),54733,2022,3.5,Stratified,Volcanic
Environment Canterbury,canterbury,Lake Opuha above dam,0,2016,3.8,Stratified,NA
Environment Canterbury,canterbury,Lake Opuha above dam,0,2017,3.9,Stratified,NA
Environment Canterbury,canterbury,Lake Opuha above dam,0,2018,3.9,Stratified,NA
Environment Canterbury,canterbury,Lake Opuha above dam,0,2019,4,Stratified,NA
Environment Canterbury,canterbury,Lake Opuha above dam,0,2020,3.9,Stratified,NA
Environment Canterbury,canterbury,Lake Opuha above dam,0,2021,4.2,Stratified,NA
Environment Canterbury,canterbury,Lake Opuha above dam,0,2022,3.9,Stratified,NA
Environment Canterbury,canterbury,Lake Aviemore mid lake,7408,2010,2.2,Stratified,Dam
Environment Canterbury,canterbury,Lake Aviemore mid lake,7408,2011,2,Stratified,Dam
Environment Canterbury,canterbury,Lake Aviemore mid lake,7408,2012,1.8,Stratified,Dam
Environment Canterbury,canterbury,Lake Aviemore mid lake,7408,2013,2.3,Stratified,Dam
Environment Canterbury,canterbury,Lake Aviemore mid lake,7408,2014,1.4,Stratified,Dam
Environment Canterbury,canterbury,Lake Aviemore mid lake,7408,2015,1.9,Stratified,Dam
Environment Canterbury,canterbury,Lake Aviemore mid lake,7408,2016,1.6,Stratified,Dam
Environment Canterbury,canterbury,Lake Aviemore mid lake,7408,2017,1.7,Stratified,Dam
Environment Canterbury,canterbury,Lake Aviemore mid lake,7408,2018,1.9,Stratified,Dam
Environment Canterbury,canterbury,Lake Aviemore mid lake,7408,2019,2,Stratified,Dam
Environment Canterbury,canterbury,Lake Aviemore mid lake,7408,2020,2.2,Stratified,Dam
Environment Canterbury,canterbury,Lake Aviemore mid lake,7408,2021,2.1,Stratified,Dam
Environment Canterbury,canterbury,Lake Aviemore mid lake,7408,2022,2.1,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore Centre- northern arm,7409,2008,1.5,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore above dam,7409,2008,1.5,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore Ahuriri Arm,7409,2008,1.5,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore Centre- northern arm,7409,2009,1.6,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore above dam,7409,2009,1.6,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore Ahuriri Arm,7409,2009,1.6,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore Centre- northern arm,7409,2010,2.1,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore above dam,7409,2010,2.1,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore Ahuriri Arm,7409,2010,2.1,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore Centre- northern arm,7409,2010,2.2,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore above dam,7409,2010,2.2,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore Ahuriri Arm,7409,2010,2.2,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore Centre- northern arm,7409,2010,2.6,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore above dam,7409,2010,2.6,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore Ahuriri Arm,7409,2010,2.6,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore Centre- northern arm,7409,2011,1.9,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore above dam,7409,2011,1.9,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore Ahuriri Arm,7409,2011,1.9,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore Centre- northern arm,7409,2011,2,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore above dam,7409,2011,2,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore Ahuriri Arm,7409,2011,2,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore Centre- northern arm,7409,2011,3,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore above dam,7409,2011,3,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore Ahuriri Arm,7409,2011,3,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore Centre- northern arm,7409,2012,1.7,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore above dam,7409,2012,1.7,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore Ahuriri Arm,7409,2012,1.7,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore Centre- northern arm,7409,2012,1.8,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore above dam,7409,2012,1.8,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore Ahuriri Arm,7409,2012,1.8,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore Centre- northern arm,7409,2012,2.5,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore above dam,7409,2012,2.5,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore Ahuriri Arm,7409,2012,2.5,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore Centre- northern arm,7409,2013,1.5,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore above dam,7409,2013,1.5,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore Ahuriri Arm,7409,2013,1.5,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore Centre- northern arm,7409,2013,2,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore above dam,7409,2013,2,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore Ahuriri Arm,7409,2013,2,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore Centre- northern arm,7409,2013,2.8,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore above dam,7409,2013,2.8,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore Ahuriri Arm,7409,2013,2.8,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore Centre- northern arm,7409,2014,1.3,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore above dam,7409,2014,1.3,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore Ahuriri Arm,7409,2014,1.3,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore Centre- northern arm,7409,2014,1.4,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore above dam,7409,2014,1.4,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore Ahuriri Arm,7409,2014,1.4,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore Centre- northern arm,7409,2014,1.9,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore above dam,7409,2014,1.9,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore Ahuriri Arm,7409,2014,1.9,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore Centre- northern arm,7409,2015,1.5,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore above dam,7409,2015,1.5,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore Ahuriri Arm,7409,2015,1.5,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore Centre- northern arm,7409,2015,1.6,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore above dam,7409,2015,1.6,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore Ahuriri Arm,7409,2015,1.6,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore Centre- northern arm,7409,2015,2.5,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore above dam,7409,2015,2.5,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore Ahuriri Arm,7409,2015,2.5,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore Centre- northern arm,7409,2016,1.4,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore above dam,7409,2016,1.4,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore Ahuriri Arm,7409,2016,1.4,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore Centre- northern arm,7409,2016,1.5,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore above dam,7409,2016,1.5,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore Ahuriri Arm,7409,2016,1.5,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore Centre- northern arm,7409,2016,1.8,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore above dam,7409,2016,1.8,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore Ahuriri Arm,7409,2016,1.8,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore Centre- northern arm,7409,2017,1.6,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore above dam,7409,2017,1.6,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore Ahuriri Arm,7409,2017,1.6,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore Centre- northern arm,7409,2017,1.7,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore above dam,7409,2017,1.7,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore Ahuriri Arm,7409,2017,1.7,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore Centre- northern arm,7409,2017,2.3,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore above dam,7409,2017,2.3,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore Ahuriri Arm,7409,2017,2.3,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore Centre- northern arm,7409,2018,1.6,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore above dam,7409,2018,1.6,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore Ahuriri Arm,7409,2018,1.6,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore Centre- northern arm,7409,2018,1.8,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore above dam,7409,2018,1.8,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore Ahuriri Arm,7409,2018,1.8,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore Centre- northern arm,7409,2018,2.2,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore above dam,7409,2018,2.2,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore Ahuriri Arm,7409,2018,2.2,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore Centre- northern arm,7409,2019,1.8,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore above dam,7409,2019,1.8,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore Ahuriri Arm,7409,2019,1.8,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore Centre- northern arm,7409,2019,2,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore above dam,7409,2019,2,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore Ahuriri Arm,7409,2019,2,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore Centre- northern arm,7409,2019,2.9,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore above dam,7409,2019,2.9,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore Ahuriri Arm,7409,2019,2.9,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore Centre- northern arm,7409,2020,2.2,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore above dam,7409,2020,2.2,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore Ahuriri Arm,7409,2020,2.2,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore Centre- northern arm,7409,2020,2.7,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore above dam,7409,2020,2.7,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore Ahuriri Arm,7409,2020,2.7,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore Centre- northern arm,7409,2021,1.6,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore above dam,7409,2021,1.6,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore Ahuriri Arm,7409,2021,1.6,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore Centre- northern arm,7409,2021,1.8,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore above dam,7409,2021,1.8,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore Ahuriri Arm,7409,2021,1.8,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore Centre- northern arm,7409,2021,2.8,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore above dam,7409,2021,2.8,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore Ahuriri Arm,7409,2021,2.8,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore Centre- northern arm,7409,2022,1.9,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore above dam,7409,2022,1.9,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore Ahuriri Arm,7409,2022,1.9,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore Centre- northern arm,7409,2022,2.4,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore above dam,7409,2022,2.4,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore Ahuriri Arm,7409,2022,2.4,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore Centre- northern arm,7409,2022,2.6,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore above dam,7409,2022,2.6,Stratified,Dam
Environment Canterbury,canterbury,Lake Benmore Ahuriri Arm,7409,2022,2.6,Stratified,Dam
Environment Canterbury,canterbury,Wainono Lagoon Mid Lagoon,12469,2008,5.9,Polymictic,Shoreline
Environment Canterbury,canterbury,Wainono Lagoon off Lake Road,12469,2008,5.9,Polymictic,Shoreline
Environment Canterbury,canterbury,Wainono Lagoon Mid Lagoon,12469,2009,6.4,Polymictic,Shoreline
Environment Canterbury,canterbury,Wainono Lagoon off Lake Road,12469,2009,6.4,Polymictic,Shoreline
Environment Canterbury,canterbury,Wainono Lagoon Mid Lagoon,12469,2010,6.4,Polymictic,Shoreline
Environment Canterbury,canterbury,Wainono Lagoon off Lake Road,12469,2010,6.4,Polymictic,Shoreline
Environment Canterbury,canterbury,Wainono Lagoon Mid Lagoon,12469,2011,6.1,Polymictic,Shoreline
Environment Canterbury,canterbury,Wainono Lagoon off Lake Road,12469,2011,6.1,Polymictic,Shoreline
Environment Canterbury,canterbury,Wainono Lagoon Mid Lagoon,12469,2012,6.2,Polymictic,Shoreline
Environment Canterbury,canterbury,Wainono Lagoon off Lake Road,12469,2012,6.2,Polymictic,Shoreline
Environment Canterbury,canterbury,Wainono Lagoon Mid Lagoon,12469,2013,6.7,Polymictic,Shoreline
Environment Canterbury,canterbury,Wainono Lagoon off Lake Road,12469,2013,6.7,Polymictic,Shoreline
Environment Canterbury,canterbury,Wainono Lagoon Mid Lagoon,12469,2014,6.3,Polymictic,Shoreline
Environment Canterbury,canterbury,Wainono Lagoon off Lake Road,12469,2014,6.3,Polymictic,Shoreline
Environment Canterbury,canterbury,Wainono Lagoon Mid Lagoon,12469,2015,7.8,Polymictic,Shoreline
Environment Canterbury,canterbury,Wainono Lagoon off Lake Road,12469,2015,7.8,Polymictic,Shoreline
Environment Canterbury,canterbury,Wainono Lagoon Mid Lagoon,12469,2016,6.8,Polymictic,Shoreline
Environment Canterbury,canterbury,Wainono Lagoon off Lake Road,12469,2016,6.8,Polymictic,Shoreline
Environment Canterbury,canterbury,Wainono Lagoon Mid Lagoon,12469,2017,6.5,Polymictic,Shoreline
Environment Canterbury,canterbury,Wainono Lagoon off Lake Road,12469,2017,6.5,Polymictic,Shoreline
Environment Canterbury,canterbury,Wainono Lagoon Mid Lagoon,12469,2018,6.5,Polymictic,Shoreline
